"SupportedOn","Hive","EditorDir","EditorName","Properties","Drive","Path","ADMX"
"At least Windows 11 Version 22H2","Computer","Windows Components > App Package Deployment","Allowed package family names for non-admin user install","","HKLM:\","Software\Policies\Microsoft\Windows\Appx\AllowedNonAdminPackageFamilyNameRules","AppxPackageManager.admx"
"At least Windows 11 Version 25H2 Enterprise or Windows 11 Version 25H2 Education","Computer","Windows Components > App Package Deployment","Remove Default Microsoft Store packages from the system.","Enabled (toggle), RemovePackage (boolean)","HKLM:\","Software\Policies\Microsoft\Windows\Appx\RemoveDefaultMicrosoftStorePackages","AppxPackageManager.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Components > App runtime","Block launching desktop apps associated with a file.","BlockFileElevation (toggle)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AppXRuntime.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Both","Windows Components > App runtime","Block launching desktop apps associated with a URI scheme","BlockProtocolElevation (toggle)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AppXRuntime.admx"
"At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Computer","Windows Components > App runtime","Allow Microsoft accounts to be optional","MSAOptional (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","AppXRuntime.admx"
"At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Computer","Windows Components > App runtime","Turn on dynamic Content URI Rules for packaged Microsoft Store apps","EnableDynamicContentUriRules (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\Packages\Applications","AppXRuntime.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > App runtime","Block launching Universal Windows apps with Windows Runtime API access from hosted content.","BlockHostedAppAccessWinRT (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","AppXRuntime.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Notify antivirus programs when opening attachments","ScanWithAntiVirus (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Trust logic for file attachments","UseTrustedHandlers (enum)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Do not preserve zone information in file attachments","SaveZoneInformation (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Hide mechanisms to remove zone information","HideZoneInfoOnProperties (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Default risk level for file attachments","DefaultFileTypeRisk (enum)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Inclusion list for high risk file types","HighRiskFileTypes (text)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Inclusion list for low file types","LowRiskFileTypes (text)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AttachmentManager.admx"
"At least Windows XP Professional with SP2","User","Windows Components > Attachment Manager","Inclusion list for moderate risk file types","ModRiskFileTypes (text)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Associations","AttachmentManager.admx"
"At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1","Computer","System > Audit Process Creation","Include command line in process creation events","ProcessCreationIncludeCmdLine_Enabled (toggle)","HKLM:\","Software\Microsoft\Windows\CurrentVersion\Policies\System\Audit","AuditSettings.admx"
"At least Windows Vista","Both","Windows Components > AutoPlay Policies","Set the default behavior for AutoRun","NoAutorun (enum)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","AutoPlay.admx"
"At least Windows Vista","Both","Windows Components > AutoPlay Policies","Prevent AutoPlay from remembering user choices.","DontSetAutoplayCheckbox (toggle)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","AutoPlay.admx"
"At least Windows 2000","Both","Windows Components > AutoPlay Policies","Turn off Autoplay","NoDriveTypeAutoRun (enum)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","AutoPlay.admx"
"At least Windows Server 2008 R2 or Windows 7","Both","Windows Components > AutoPlay Policies","Disallow Autoplay for non-volume devices","NoAutoplayfornonVolume (toggle)","Both","Software\Policies\Microsoft\Windows\Explorer","AutoPlay.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > Software Protection Platform","Turn off KMS Client Online AVS Validation","NoGenTicket (toggle)","HKLM:\","Software\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform","AVSValidationGP.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > Software Protection Platform","Control Device Reactivation for Retail devices","AllowWindowsEntitlementReactivation (toggle)","HKLM:\","Software\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform","AVSValidationGP.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Biometrics","Allow the use of biometrics","Enabled (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Biometrics","Biometrics.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Biometrics","Allow users to log on using biometrics","Enabled (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Biometrics\Credential Provider","Biometrics.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Biometrics","Allow domain users to log on using biometrics","Domain Accounts (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Biometrics\Credential Provider","Biometrics.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","Windows Components > Biometrics","Specify timeout for fast user switching events","SwitchTimeoutInSeconds (decimal)","HKLM:\","SOFTWARE\Policies\Microsoft\Biometrics\Credential Provider","Biometrics.admx"
"At least Windows Server 2016 or Windows 10","Computer","Facial Features","Configure enhanced anti-spoofing","EnhancedAntiSpoofing (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures","Biometrics.admx"
"Windows XP or Windows Server 2003, or computers with BITS 1.5 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Timeout for inactive BITS jobs","JobInactivityTimeout (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum BITS job download time","MaxDownloadTime (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"Windows XP SP2 or Windows Server 2003 SP1, or computers with BITS 2.0 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum network bandwidth for BITS background transfers","EnableBITSMaxBandwidth (toggle), MaxTransferRateOnSchedule (decimal), MaxBandwidthValidFrom (enum), MaxBandwidthValidTo (enum), UseSystemMaximum (boolean), MaxTransferRateOffSchedule (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"Windows 7 or computers with BITS 3.5 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Set up a work schedule to limit the maximum network bandwidth used for BITS background transfers","EnableBandwidthLimits (toggle), IgnoreBandwidthLimitsOnLan (boolean), StartDay (enum), EndDay (enum), StartHour (enum), EndHour (enum), HighBandwidthLimit (decimal), HighBandwidthType (enum), NormalBandwidthLimit (decimal), NormalBandwidthType (enum), LowBandwidthLimit (decimal), LowBandwidthType (enum)","HKLM:\","Software\Policies\Microsoft\Windows\BITS\Throttling","Bits.admx"
"Windows 7 or computers with BITS 3.5 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Set up a maintenance schedule to limit the maximum network bandwidth used for BITS background transfers","EnableMaintenanceLimits (toggle), StartDay (enum), EndDay (enum), StartHour (enum), EndHour (enum), HighBandwidthLimit (decimal), HighBandwidthType (enum), NormalBandwidthLimit (decimal), NormalBandwidthType (enum), LowBandwidthLimit (decimal), LowBandwidthType (enum)","HKLM:\","Software\Policies\Microsoft\Windows\BITS\Throttling","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Allow BITS Peercaching","EnablePeercaching (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the age of files in the BITS Peercache","MaxContentAge (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the BITS Peercache size","MaxCacheSize (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Do not allow the computer to act as a BITS Peercaching client","DisablePeerCachingClient (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Do not allow the computer to act as a BITS Peercaching server","DisablePeerCachingServer (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum network bandwidth used for Peercaching","MaxBandwidthServed (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"Windows 8 or Windows Server 2012 or Windows RT or computers with BITS 5 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Set default download behavior for BITS jobs on costed networks","ForegroundTransferPolicy (enum), ForegroundTransferPolicyCustom (decimal), HighTransferPolicy (enum), HighTransferPolicyCustom (decimal), NormalTransferPolicy (enum), NormalTransferPolicyCustom (decimal), LowTransferPolicy (enum), LowTransferPolicyCustom (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS\TransferPolicy","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum number of BITS jobs for this computer","MaxJobsPerMachine (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum number of BITS jobs for each user","MaxJobsPerUser (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum number of files allowed in a BITS job","MaxFilesPerJob (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Vista","Computer","Network > Background Intelligent Transfer Service (BITS)","Limit the maximum number of ranges that can be added to the file in a BITS job","MaxRangesPerFile (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"Windows 7 or computers with BITS 3.5 installed.","Computer","Network > Background Intelligent Transfer Service (BITS)","Do not allow the BITS client to use Windows Branch Cache","DisableBranchCache (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\BITS","Bits.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > Camera","Allow Use of Camera","AllowCamera (toggle)","HKLM:\","software\Policies\Microsoft\Camera","Camera.admx"
"At least Windows Vista","Computer","Windows Components > Windows Customer Experience Improvement Program","Allow Corporate redirection of Customer Experience Improvement uploads","CorporateSQMURL (text)","HKLM:\","Software\Policies\Microsoft\SQMClient","CEIPEnable.admx"
"At least Windows Vista","Computer","Windows Components > Windows Customer Experience Improvement Program","Tag Windows Customer Experience Improvement data with Study Identifier","StudyId (toggle), StudyId (decimal)","HKLM:\","Software\Policies\Microsoft\SQMClient\Windows","CEIPEnable.admx"
"At least Windows Vista","Computer","Network > SSL Configuration Settings","SSL Cipher Suite Order","Functions (text)","HKLM:\","SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002","CipherSuiteOrder.admx"
"At least Windows Server 2016, Windows 10","Computer","Network > SSL Configuration Settings","ECC Curve Order","EccCurves (multiText)","HKLM:\","SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002","CipherSuiteOrder.admx"
"At least Windows 10","User","Windows Components > Cloud Content","Configure Windows spotlight on lock screen","ConfigureWindowsSpotlight (toggle), IncludeEnterpriseSpotlight (boolean)","HKCU:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows 10","User","Windows Components > Cloud Content","Turn off all Windows spotlight features","DisableWindowsSpotlightFeatures (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows Server 2016, Windows 10 Version 1703","User","Windows Components > Cloud Content","Do not use diagnostic data for tailored experiences","DisableTailoredExperiencesWithDiagnosticData (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows 10","Computer","Windows Components > Cloud Content","Turn off Microsoft consumer experiences","DisableWindowsConsumerFeatures (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows 10","Computer","Windows Components > Cloud Content","Do not show Windows tips","DisableSoftLanding (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows 10","User","Windows Components > Cloud Content","Turn off Spotlight collection on Desktop","DisableSpotlightCollectionOnDesktop (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
"At least Windows 10","User","Windows Components > Cloud Content","Do not suggest third-party content in Windows spotlight","DisableThirdPartySuggestions (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\CloudContent","CloudContent.admx"
